Tanggal,Jam,Vision Output Power (KW),Beam Voltage (KV),Beam Current (A),Driver FWD Power (W),Water Temp In (C),Water Temp Out (C)
2025-03-01,02:00:00,0.402261842887519,-0.9846567103054282,0.8618600915626763,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-01,04:00:00,0.6236868885700505,0.1304924771238898,0.8618600915626763,0.7071912958681839,-0.14624596059970457,-0.49055042791552905
2025-03-01,06:00:00,0.706721280700998,-0.3474286032029446,0.8618600915626763,0.9857833356041745,0.9413773853008294,0.9746053079730063
2025-03-01,08:00:00,0.706721280700998,-0.3474286032029446,0.8618600915626763,0.9857833356041745,0.5788362700006514,0.6083163740008725
2025-03-01,10:00:00,0.5129743657287823,0.1304924771238898,0.12455985654006858,0.9857833356041745,-0.14624596059970457,-0.12426149394339522
2025-03-01,12:00:00,0.2915493200462507,-0.6660426567541864,0.8618600915626763,0.42859925613219313,-0.8713281912000604,-0.49055042791552905
2025-03-01,14:00:00,-0.012910117767228281,-0.6660426567541864,0.8618600915626763,0.42859925613219313,1.6664596159011853,1.707183175917274
2025-03-01,16:00:00,-0.04058824847754411,0.1304924771238898,1.5991603265852676,0.42859925613219313,-0.14624596059970457,-0.12426149394339522
2025-03-01,18:00:00,-0.1236226406084916,0.1304924771238898,0.12455985654006858,0.1500072163962024,1.3039185006010072,1.3408942419451402
2025-03-01,20:00:00,-0.1236226406084916,2.0421767984313974,0.8618600915626763,0.1500072163962024,0.5788362700006514,0.6083163740008725
2025-03-01,22:00:00,0.18083679720498744,-0.3474286032029446,3.0737607966304994,0.1500072163962024,1.3039185006010072,0.9746053079730063
2025-03-01,00:00:00,0.2915493200462507,0.9270276110020226,0.12455985654006858,0.42859925613219313,0.9413773853008294,0.6083163740008725
2025-03-02,02:00:00,0.18083679720498744,-0.3474286032029446,0.12455985654006858,0.42859925613219313,1.3039185006010072,1.3408942419451402
2025-03-02,04:00:00,0.2915493200462507,-0.3474286032029446,0.12455985654006858,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-02,06:00:00,0.20851492791530327,0.4491065306751882,0.12455985654006858,0.7071912958681839,1.6664596159011853,1.707183175917274
2025-03-02,08:00:00,-0.04058824847754411,0.4491065306751882,0.12455985654006858,0.42859925613219313,1.3039185006010072,1.3408942419451402
2025-03-02,10:00:00,-0.06826637918785994,0.4491065306751882,0.12455985654006858,0.1500072163962024,1.6664596159011853,1.707183175917274
2025-03-02,12:00:00,-0.09594450989817577,0.1304924771238898,1.5991603265852676,0.1500072163962024,-0.8713281912000604,-0.8568393618876629
2025-03-02,14:00:00,-0.4834383398426072,0.4491065306751882,0.12455985654006858,-0.12858482333978832,-0.5087870758998825,-0.49055042791552905
2025-03-02,16:00:00,-0.4834383398426072,-0.6660426567541864,-0.612740378482539,-0.12858482333978832,-0.8713281912000604,-0.8568393618876629
2025-03-02,18:00:00,-0.45576020913229137,0.1304924771238898,0.12455985654006858,-0.12858482333978832,1.6664596159011853,1.707183175917274
2025-03-02,20:00:00,-0.4004039477116597,0.1304924771238898,0.12455985654006858,-0.12858482333978832,0.9413773853008294,0.6083163740008725
2025-03-02,22:00:00,-0.012910117767228281,0.1304924771238898,0.8618600915626763,0.1500072163962024,1.3039185006010072,1.3408942419451402
2025-03-02,00:00:00,0.07012427436371921,-0.9846567103054282,0.12455985654006858,0.42859925613219313,0.9413773853008294,0.9746053079730063
2025-03-03,02:00:00,0.3192274507565715,1.7235627448801554,0.8618600915626763,0.7071912958681839,-2.6840337677009503,-2.688284031748332
2025-03-03,04:00:00,-0.15130077131881234,-0.6660426567541864,-0.612740378482539,0.42859925613219313,-2.6840337677009503,-2.688284031748332
2025-03-03,06:00:00,0.3192274507565715,0.4491065306751882,0.8618600915626763,0.7071912958681839,-2.6840337677009503,-2.688284031748332
2025-03-03,08:00:00,0.37458371217720315,-0.3474286032029446,0.8618600915626763,0.7071912958681839,-1.9589515371005943,-2.321995097776198
2025-03-03,10:00:00,0.20851492791530327,0.1304924771238898,0.12455985654006858,0.42859925613219313,-0.8713281912000604,-1.2231282958597967
2025-03-03,12:00:00,-1.5075291761243126,-0.9846567103054282,0.8618600915626763,0.42859925613219313,-0.8713281912000604,-1.5894172298319305
2025-03-03,14:00:00,-0.17897890202912817,-0.3474286032029446,0.8618600915626763,0.1500072163962024,-1.2338693065002384,-1.5894172298319305
2025-03-03,16:00:00,-1.9503792674893756,-0.6660426567541864,0.12455985654006858,0.1500072163962024,-0.8713281912000604,-1.5894172298319305
2025-03-03,18:00:00,-1.6182416989655808,-0.6660426567541864,0.12455985654006858,0.1500072163962024,-1.2338693065002384,-1.5894172298319305
2025-03-03,20:00:00,0.04244614365340338,1.7235627448801554,0.12455985654006858,0.42859925613219313,-1.9589515371005943,-2.321995097776198
2025-03-03,22:00:00,0.07012427436371921,1.7235627448801554,0.12455985654006858,0.42859925613219313,-2.6840337677009503,-2.688284031748332
2025-03-03,00:00:00,0.12548053578435578,-0.3474286032029446,0.8618600915626763,0.42859925613219313,-3.0465748830011283,-2.688284031748332
2025-03-04,02:00:00,0.3192274507565715,2.0421767984313974,0.8618600915626763,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-04,04:00:00,0.3192274507565715,-0.6660426567541864,0.8618600915626763,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-04,06:00:00,0.3469055814668873,-0.6660426567541864,0.8618600915626763,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-04,08:00:00,0.5129743657287823,-0.3474286032029446,0.8618600915626763,0.7071912958681839,0.9413773853008294,0.9746053079730063
2025-03-04,10:00:00,0.3192274507565715,0.1304924771238898,-0.612740378482539,0.7071912958681839,0.2162951547004734,0.2420274400287386
2025-03-04,12:00:00,0.2915493200462507,1.2456416645532644,0.8618600915626763,0.42859925613219313,0.5788362700006514,0.6083163740008725
2025-03-04,14:00:00,0.2361930586256191,0.4491065306751882,0.12455985654006858,0.7071912958681839,1.6664596159011853,1.707183175917274
2025-03-04,16:00:00,0.07012427436371921,-0.3474286032029446,0.12455985654006858,0.1500072163962024,-0.14624596059970457,-0.49055042791552905
2025-03-04,18:00:00,0.1531586664946716,-0.3474286032029446,0.8618600915626763,0.42859925613219313,-0.8713281912000604,-0.8568393618876629
2025-03-04,20:00:00,0.09780240507403995,0.4491065306751882,1.5991603265852676,0.42859925613219313,0.5788362700006514,0.6083163740008725
